lang,term,n,split_mean,split_std,split_p05,split_p95,skipped
en,black,20,0.07287457399070263,0.0002304442732046047,0.07262898907065392,0.07336386367678642,False
en,blue,20,0.07519212257117033,0.00023447763376242698,0.07494349330663681,0.07565940134227275,False
en,brown,20,0.07422143924981356,0.00022648524752655303,0.0739498570561409,0.07466710433363914,False
en,gray,20,0.07527865275740624,0.0003117623378620522,0.07497067525982856,0.07590486854314804,False
en,green,20,0.07319971308112144,0.0002208208309232443,0.07291314490139485,0.07356119863688945,False
en,orange,20,0.07393005166202783,0.00015201054401463128,0.07371585890650749,0.07418060265481471,False
en,pink,20,0.07578282281756402,0.00029671223631401174,0.07547607496380807,0.07627536281943322,False
en,purple,20,0.0756685945391655,0.00022739524975633852,0.07539414912462235,0.07604429572820663,False
en,red,20,0.07755070179700851,0.0002592325754623059,0.07724209539592267,0.07808500304818153,False
en,white,20,0.07428511496633292,0.00034970897669990325,0.07393271699547768,0.07492881752550602,False
en,yellow,20,0.07657743778079748,0.00020677706340805637,0.07632678225636483,0.07697572521865367,False
es,amarillo,20,0.07662865474820137,0.00021712330764345962,0.0763254038989544,0.07701583802700043,False
es,azul,20,0.07949639715254307,0.00023605288138696262,0.07919132895767689,0.07993387803435326,False
es,blanco,20,0.07840916834771633,0.00022659134764894506,0.07814561948180199,0.07888528108596801,False
es,gris,20,0.07933546584099531,0.0001719409095101174,0.07908340208232403,0.07964061871170998,False
es,marrón,20,0.07817016508430243,0.0001861413418995638,0.07792152762413025,0.07852468676865101,False
es,morado,20,0.07708283938467503,0.00023457189659755565,0.07679562605917453,0.07756481654942035,False
es,naranja,20,0.07858903035521507,0.00016386898786666614,0.07836176194250584,0.0788714524358511,False
es,negro,20,0.07893517781049013,0.00029430645126876155,0.07862967774271964,0.07949963323771954,False
es,rojo,20,0.07893241990357637,0.00021210845081631342,0.07864398211240768,0.07934607304632664,False
es,rosa,20,0.0782895354554057,0.00018120613302343252,0.0780380193144083,0.07859979905188083,False
es,verde,20,0.07912400662899018,0.0002474591483746863,0.07882085591554641,0.07959690876305103,False
ru,белый,20,0.07891624186187983,0.00019350418069453098,0.07865432016551495,0.07931399755179883,False
ru,голубой,20,0.08281055938452482,0.000190847086809915,0.08253939747810364,0.08316307663917541,False
ru,жёлтый,20,0.07875526942312717,0.0001361773770348215,0.07853311598300934,0.07897575609385968,False
ru,зелёный,20,0.07853477627038956,0.00014476198472585818,0.07831000089645386,0.07878240123391152,False
ru,коричневый,20,0.08203891087323427,0.00018188507803223607,0.08178083226084709,0.08236395455896854,False
ru,красный,20,0.08015338867902756,0.00021341912484401003,0.07987343221902847,0.08049855679273606,False
ru,оранжевый,20,0.07882080502808093,0.00017076087762686888,0.07856241427361965,0.07910940870642662,False
ru,розовый,20,0.08014944553375244,0.00014627656870858102,0.07994962707161904,0.08039730936288833,False
ru,серый,20,0.08079334393143654,0.00014014263200455178,0.08059102594852448,0.08105533830821514,False
ru,синий,20,0.07896184135228396,0.0001544514062897595,0.07875827103853225,0.07923535592854022,False
ru,фиолетовый,20,0.07799626249819994,0.00017572923874334563,0.07776546105742455,0.07830428443849087,False
ru,чёрный,20,0.07941667463630438,0.0001397875276345804,0.07919957414269448,0.07966025993227958,False
